education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,45
5th-6th,Private,Farming-fishing,<=50K,White,Mexico,Female,Married-civ-spouse,61
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,34
Assoc-voc,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,38
Doctorate,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Protective-serv,<=50K,White,United-States,Male,Divorced,65
Bachelors,Private,Exec-managerial,>50K,White,England,Male,Married-civ-spouse,24
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,37
Some-college,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,34
HS-grad,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,42
7th-8th,Private,Other-service,<=50K,White,United-States,Female,Never-married,18
Some-college,Federal-gov,Exec-managerial,<=50K,Amer-Indian-Eskimo,United-States,Female,Widowed,43
Some-college,Private,Other-service,>50K,White,United-States,Male,Married-civ-spouse,31
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,19
Some-college,Self-emp-inc,Exec-managerial,<=50K,Asian-Pac-Islander,China,Male,Married-civ-spouse,40
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,32
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,47
Some-college,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,32
Doctorate,Self-emp-inc,Prof-specialty,<=50K,White,United-States,Male,Separated,46
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,40
Bachelors,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,36
Assoc-voc,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,33
5th-6th,State-gov,Transport-moving,<=50K,White,United-States,Male,Never-married,23
10th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Separated,21
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Married-civ-spouse,40
Doctorate,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,53
Some-college,Self-emp-not-inc,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,53
9th,Private,Handlers-cleaners,<=50K,Black,United-States,Male,Married-civ-spouse,58
HS-grad,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,35
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Divorced,31
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,21
Masters,Self-emp-not-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,39
Prof-school,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,36
10th,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,51
11th,Private,Other-service,<=50K,White,United-States,Male,Never-married,18
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Divorced,32
Bachelors,Private,Other-service,<=50K,White,United-States,Female,Divorced,56
Assoc-acdm,Private,Protective-serv,<=50K,White,United-States,Male,Never-married,35
12th,Private,Sales,<=50K,White,United-States,Female,Widowed,63
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,61
Some-college,Private,Other-service,<=50K,White,United-States,Male,Never-married,23
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,52
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,19
Masters,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,33
Bachelors,Private,Sales,<=50K,Black,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Transport-moving,>50K,White,United-States,Female,Divorced,35
Prof-school,Private,Prof-specialty,<=50K,White,United-States,Female,Married-civ-spouse,38
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Assoc-voc,Private,Tech-support,<=50K,White,United-States,Male,Divorced,22
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,19
HS-grad,Private,Machine-op-inspct,>50K,Black,United-States,Male,Married-civ-spouse,47
11th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Private,Sales,<=50K,White,United-States,Female,Never-married,38
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,36
5th-6th,Private,Other-service,<=50K,White,Mexico,Male,Never-married,27
Assoc-voc,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,24
HS-grad,Private,Other-service,<=50K,Black,Jamaica,Female,Never-married,35
Some-college,State-gov,Other-service,<=50K,Black,Haiti,Male,Never-married,22
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,37
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,36
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Separated,28
HS-grad,Private,Sales,<=50K,White,United-States,Female,Married-civ-spouse,55
Bachelors,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,32
Some-college,Local-gov,Craft-repair,<=50K,White,United-States,Male,Married-spouse-absent,47
Bachelors,Private,Other-service,<=50K,White,United-States,Female,Never-married,23
Masters,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,50
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,51
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,34
Bachelors,Private,Protective-serv,<=50K,White,United-States,Female,Never-married,28
Doctorate,State-gov,Prof-specialty,>50K,White,Germany,Male,Married-civ-spouse,52
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,39
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,43
Bachelors,Private,Prof-specialty,>50K,White,United-States,Female,Never-married,36
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,25
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,42
Some-college,Private,Transport-moving,<=50K,White,Germany,Male,Married-civ-spouse,35
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,43
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,34
Bachelors,State-gov,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,50
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,30
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,44
Assoc-voc,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,52
Assoc-acdm,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,35
Assoc-voc,Private,Prof-specialty,>50K,White,United-States,Male,Divorced,36
Bachelors,Private,Exec-managerial,<=50K,Asian-Pac-Islander,Taiwan,Female,Never-married,30
Bachelors,Self-emp-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,36
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,39
1st-4th,Private,Farming-fishing,<=50K,White,Mexico,Male,Married-civ-spouse,25
Bachelors,Private,Tech-support,<=50K,White,United-States,Male,Never-married,26
HS-grad,Private,Sales,<=50K,Black,United-States,Female,Never-married,20
Some-college,Private,Protective-serv,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,26
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Female,Never-married,24
Bachelors,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,48
HS-grad,Private,Priv-house-serv,<=50K,Black,United-States,Female,Divorced,62
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,48
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,52
Bachelors,Private,Sales,<=50K,White,United-States,Male,Never-married,25
5th-6th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,58
Bachelors,Federal-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,40
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
11th,Private,Handlers-cleaners,<=50K,Black,United-States,Male,Never-married,37
11th,Private,Machine-op-inspct,<=50K,White,Puerto-Rico,Male,Married-civ-spouse,23
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Divorced,31
7th-8th,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,64
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,28
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,32
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Divorced,49
Some-college,Private,Adm-clerical,>50K,White,United-States,Female,Divorced,35
Doctorate,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
12th,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,39
Bachelors,Self-emp-not-inc,Other-service,>50K,Asian-Pac-Islander,South,Female,Divorced,46
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,19
HS-grad,Private,Machine-op-inspct,<=50K,White,Scotland,Female,Married-civ-spouse,29
HS-grad,State-gov,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,25
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,37
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,30
HS-grad,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,Philippines,Male,Married-civ-spouse,28
Some-college,Federal-gov,Adm-clerical,<=50K,Black,United-States,Female,Separated,36
Some-college,Private,Exec-managerial,<=50K,Black,United-States,Female,Never-married,32
11th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,34
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,34
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,20
Masters,Self-emp-inc,Transport-moving,<=50K,White,United-States,Male,Never-married,27
HS-grad,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,36
Some-college,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Divorced,37
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,32
Masters,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,32
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,52
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,50
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,25
Preschool,Private,Farming-fishing,<=50K,White,Mexico,Male,Never-married,21
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,31
Some-college,Self-emp-not-inc,Other-service,<=50K,White,United-States,Female,Married-civ-spouse,31
Assoc-voc,Private,Other-service,<=50K,White,United-States,Male,Separated,41
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,47
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,20
10th,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Divorced,29
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Widowed,51
Bachelors,Local-gov,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,30
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,48
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Separated,39
Bachelors,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,62
Bachelors,Private,Other-service,<=50K,White,United-States,Male,Never-married,22
Bachelors,Federal-gov,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,46
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Sales,<=50K,White,United-States,Female,Never-married,20
Assoc-acdm,Self-emp-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,40
Bachelors,Private,Tech-support,<=50K,White,United-States,Male,Never-married,31
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,30
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,52
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,20
Assoc-voc,Local-gov,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,37
Bachelors,Private,Other-service,<=50K,White,United-States,Female,Widowed,65
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,40
Bachelors,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,60
HS-grad,Private,Craft-repair,<=50K,White,Ireland,Male,Never-married,27
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,62
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,53
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,38
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,21
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,18
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,25
11th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,36
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,52
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Never-married,19
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Bachelors,Self-emp-not-inc,Sales,<=50K,White,United-States,Male,Married-civ-spouse,63
Assoc-voc,Self-emp-not-inc,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,63
Bachelors,Self-emp-inc,Sales,>50K,White,United-States,Male,Divorced,62
Assoc-acdm,Self-emp-not-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,51
Some-college,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Widowed,76
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,50
HS-grad,Self-emp-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,45
Some-college,Self-emp-inc,Sales,>50K,White,United-States,Male,Divorced,44
7th-8th,Private,Transport-moving,<=50K,Black,United-States,Male,Married-civ-spouse,51
Bachelors,Local-gov,Exec-managerial,<=50K,White,United-States,Male,Never-married,42
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,43
11th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,53
Assoc-voc,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,29
Some-college,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,41
HS-grad,Federal-gov,Craft-repair,<=50K,White,United-States,Male,Divorced,44
10th,Private,Other-service,<=50K,Black,United-States,Female,Widowed,35
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,27
Some-college,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,35
Assoc-voc,Private,Craft-repair,<=50K,White,United-States,Female,Widowed,60
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Divorced,49
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,33
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,35
Some-college,State-gov,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,54
Doctorate,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,57
9th,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,30
10th,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,Vietnam,Male,Never-married,45
Some-college,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,41
Bachelors,Private,Other-service,<=50K,White,United-States,Male,Never-married,25
Some-college,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,51
5th-6th,Private,Adm-clerical,<=50K,White,El-Salvador,Male,Separated,42
Assoc-voc,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,28
Bachelors,Federal-gov,Tech-support,<=50K,Amer-Indian-Eskimo,United-States,Male,Divorced,53
Bachelors,Private,Exec-managerial,>50K,White,United-States,Female,Never-married,31
11th,Private,Other-service,>50K,Black,United-States,Male,Married-civ-spouse,46
HS-grad,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,25
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,48
Some-college,Private,Other-service,<=50K,Black,United-States,Male,Never-married,22
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,32
Doctorate,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Never-married,33
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,31
Some-college,Private,Other-service,>50K,White,England,Female,Married-civ-spouse,43
Assoc-voc,Private,Other-service,<=50K,White,United-States,Female,Never-married,26
HS-grad,Private,Farming-fishing,<=50K,Black,United-States,Male,Married-civ-spouse,34
Bachelors,Local-gov,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,50
HS-grad,State-gov,Adm-clerical,<=50K,Black,United-States,Female,Separated,30
11th,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
Masters,Local-gov,Prof-specialty,<=50K,Black,United-States,Female,Never-married,35
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,29
Assoc-acdm,Federal-gov,Adm-clerical,<=50K,White,El-Salvador,Male,Married-civ-spouse,27
Bachelors,Private,Sales,>50K,White,United-States,Male,Never-married,34
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Female,Separated,32
Some-college,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Divorced,47
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,40
Assoc-voc,Private,Other-service,<=50K,White,United-States,Female,Never-married,26
HS-grad,Private,Other-service,<=50K,White,Ireland,Female,Never-married,30
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,54
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,53
7th-8th,Private,Farming-fishing,<=50K,Black,United-States,Male,Separated,43
Some-college,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,25
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Local-gov,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Divorced,45
Bachelors,State-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,24
10th,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Divorced,32
Some-college,Private,Sales,<=50K,White,United-States,Male,Never-married,25
5th-6th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Separated,57
Bachelors,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,28
HS-grad,Private,Sales,<=50K,White,Cuba,Male,Married-civ-spouse,28
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,27
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,28
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,Asian-Pac-Islander,Japan,Male,Married-civ-spouse,44
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,27
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,61
11th,Private,Other-service,<=50K,White,United-States,Male,Never-married,25
9th,Private,Handlers-cleaners,<=50K,Black,United-States,Female,Never-married,28
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,20
Assoc-voc,Private,Sales,<=50K,Asian-Pac-Islander,Philippines,Male,Never-married,33
HS-grad,State-gov,Other-service,<=50K,White,United-States,Male,Divorced,38
HS-grad,Private,Sales,<=50K,Black,United-States,Female,Never-married,31
Masters,Private,Prof-specialty,>50K,White,United-States,Female,Never-married,40
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,43
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,38
Some-college,Private,Exec-managerial,<=50K,Black,United-States,Male,Never-married,19
Assoc-acdm,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,56
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Divorced,38
HS-grad,Private,Priv-house-serv,<=50K,White,United-States,Female,Married-civ-spouse,22
HS-grad,State-gov,Other-service,<=50K,White,United-States,Male,Never-married,18
Some-college,Private,Other-service,<=50K,White,United-States,Female,Widowed,68
Assoc-voc,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,35
10th,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,32
Some-college,Federal-gov,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,43
10th,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Never-married,30
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,62
Assoc-voc,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,27
Doctorate,Private,Prof-specialty,>50K,White,Germany,Female,Never-married,28
Assoc-voc,Private,Other-service,<=50K,White,United-States,Male,Never-married,26
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Other-service,<=50K,Black,United-States,Male,Never-married,19
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,20
Bachelors,State-gov,Protective-serv,<=50K,Black,United-States,Male,Never-married,25
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,Columbia,Male,Never-married,28
Assoc-voc,Private,Adm-clerical,>50K,White,United-States,Male,Never-married,36
Bachelors,Private,Craft-repair,<=50K,Amer-Indian-Eskimo,Mexico,Male,Never-married,23
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,24
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,23
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,24
HS-grad,Self-emp-not-inc,Other-service,<=50K,White,United-States,Male,Never-married,25
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,30
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Married-civ-spouse,36
HS-grad,Private,Other-service,<=50K,Asian-Pac-Islander,Philippines,Male,Married-civ-spouse,45
Assoc-acdm,Private,Sales,<=50K,White,United-States,Female,Divorced,31
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,34
Bachelors,Self-emp-inc,Exec-managerial,>50K,White,Mexico,Male,Married-civ-spouse,65
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,42
Prof-school,State-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,27
Some-college,Private,Sales,<=50K,Black,Puerto-Rico,Female,Married-civ-spouse,40
Some-college,Federal-gov,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,53
HS-grad,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,54
Bachelors,State-gov,Prof-specialty,<=50K,White,United-States,Male,Never-married,30
HS-grad,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Divorced,42
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Bachelors,Private,Other-service,<=50K,White,United-States,Female,Married-civ-spouse,28
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,22
Some-college,Self-emp-not-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,47
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,44
12th,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,40
Assoc-voc,Private,Tech-support,>50K,White,United-States,Female,Married-civ-spouse,37
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Divorced,39
Some-college,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,49
Some-college,Self-emp-not-inc,Other-service,<=50K,White,United-States,Male,Divorced,44
9th,Private,Machine-op-inspct,<=50K,White,Portugal,Female,Married-civ-spouse,27
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,50
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Private,Sales,<=50K,Black,United-States,Female,Never-married,41
Bachelors,Private,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,55
1st-4th,Private,Other-service,<=50K,Black,Puerto-Rico,Male,Married-civ-spouse,53
Masters,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,53
Masters,Private,Exec-managerial,>50K,White,Taiwan,Male,Married-civ-spouse,31
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Male,Separated,30
Masters,Private,Exec-managerial,>50K,White,United-States,Female,Never-married,53
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,47
Bachelors,Private,Exec-managerial,>50K,White,Hungary,Female,Divorced,60
9th,Private,Machine-op-inspct,<=50K,White,Mexico,Female,Separated,59
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Never-married,37
Bachelors,Federal-gov,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,47
9th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,49
Some-college,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,73
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Divorced,58
Some-college,Private,Handlers-cleaners,<=50K,Black,United-States,Male,Never-married,35
Some-college,State-gov,Prof-specialty,<=50K,White,United-States,Female,Married-civ-spouse,24
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Widowed,62
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,58
Some-college,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Sales,<=50K,Black,United-States,Male,Never-married,21
Bachelors,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,30
Assoc-voc,Private,Prof-specialty,<=50K,White,Canada,Female,Never-married,27
Bachelors,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,25
HS-grad,Private,Craft-repair,<=50K,Amer-Indian-Eskimo,United-States,Male,Never-married,31
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Never-married,31
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,44
Doctorate,Self-emp-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,52
